,name,time,perc
3551,jagienkaa,387.69395000000003,0.004915923551276147
3552,Thorgaran,387.6549,0.004915428400875484
3553,DontSayVinegar,387.6209333333333,0.004914997706672943
3554,Frawaradar,387.4915833333334,0.004913357560595458
3555,Cheesus_Price,387.38751666666667,0.0049120380048542096
3556,coolecorne123,387.34319999999997,0.004911476073605654
3557,JustAllanNL,387.29251666666664,0.004910833413610598
3558,BQNYY,387.26716666666664,0.0049105119779471705
3559,explosionno1boy,387.21795000000003,0.004909887915150262
3560,Malastare200,387.09674999999993,0.004908351110321568
3561,renegadewhite2,387.0645999999999,0.0049079434512849145
3562,no1fanofthepals,387.02639999999997,0.004907459078805905
3563,reamde,386.90833333333336,0.0049059620043550725
3564,Ramyoe,386.7832833333334,0.004904376381881246
3565,AAHC2012,386.76473333333337,0.004904141169591046
3566,NoodleShelf,386.7187666666666,0.004903558316494574
3567,JakeMyBestFriend,386.6899999999999,0.004903193557812736
3568,Pogo768,386.63329999999996,0.004902474607038918
3569,atreidestrooper,386.4512833333333,0.004900166652482518
3570,Pokechu7,386.42085000000003,0.004899780760620968
3571,ViaGladius,386.33509999999995,0.00489869345852476
3572,leej037,386.2907666666666,0.004898131315944408
3573,Uragirimono_,386.2764666666667,0.004897949993262476
3574,IsaacBananas,385.81605,0.004892111952366902
3575,Yolo_OwO,385.73,0.004891020846298345
3576,Darthdust,385.66925000000003,0.004890250541897826
3577,TheGreatAleks,385.55561666666665,0.0048888096817050275
3578,AdanaliBerkee,385.4463666666667,0.004887424401774874
3579,ok_icant,385.0338666666667,0.004882193939796034
3580,KoZe_404,384.9532333333333,0.004881171516561544
3581,Dkrestan11,384.92746666666665,0.004880844797603189
3582,411cats,384.9055666666667,0.004880567107621767
3583,Trevosaur,384.50005000000004,0.004875425193665923
3584,LookOuch,384.18455000000006,0.004871424682746349
3585,ROBOTIC0,384.08945,0.004870218823511954
3586,Darknessok,384.00419999999997,0.00486913786136966
3587,DiamondRubix,383.88461666666666,0.0048676215557252895
3588,DonKaiStorm,383.6364666666667,0.0048644750365978975
3589,OlicakLv,383.61988333333346,0.00486426476145976
